,Fecha / Hora,ID,Comentario
3157,2022-06-16 15:54:14+00:00,7706,Publicación Banco Popular Templete Verificación 2022
3158,2022-06-16 15:54:14+00:00,7706,Publicación Banco Popular Templete Verificación 2022
3159,2022-06-16 15:57:13+00:00,5140,Ceet Informe Acumulado Publicidad
3160,2022-06-16 15:56:24+00:00,7622,Messer Remanentes
3161,2022-06-16 15:58:27+00:00,6095,RE:  BBVA SAC - Bbva Empresas Seguimiento Diario Buzones
3162,2022-06-16 15:58:28+00:00,7105,REPORTE KPI´s TIEMPO DIGITALES - Junio (Gestión de bases Digital)
3163,2022-06-16 15:57:12+00:00,7164,Bbva Seguros Cdm Tlmk
3164,2022-06-16 15:58:50+00:00,7594,Reporte de Tipificaciones Sac
3165,2022-06-16 15:59:13+00:00,8085,Casos abiertos Formulario Web
3166,2022-06-16 16:05:03+00:00,6588,Direc Tv Colombia K - Directv K Informe Diario Rentabilidad Junio
3167,2022-06-16 16:05:42+00:00,7170,Informe Control Ventas
3168,2022-06-16 16:05:59+00:00,7842,RE:  Sena - Informe Financiero
3169,2022-06-16 16:11:31+00:00,6571,Cumplimiento Por Agente – Junio 2022
3170,2022-06-16 16:15:45+00:00,7711,Publicacion Enel Codensa Retenciones Fonoreubicados
3171,2022-06-16 16:16:16+00:00,7709,Publicacion Enel Codensa Reporte Fidelizacion
3172,2022-06-16 16:16:45+00:00,7708,Publicacion Enel Codensa Inbound Y Chat
3173,2022-06-16 16:17:20+00:00,7707,Publicacion Enel Codensa Mesa Calidad Inbound
3174,2022-06-16 16:17:48+00:00,6002,Publicacion Enel Codensa Reporte Retenciones Inbound
3175,2022-06-16 16:18:58+00:00,8091,Publicacion Enel Codensa Reporte Fidelizacion segunda base
3176,2022-06-16 16:19:28+00:00,8092,Publicacion Enel Codensa Campaña Bienvenida
3177,2022-06-16 16:20:11+00:00,7717,Publicacion Enel Codensa Reporte 5-15 rutina
3178,2022-06-16 16:15:36+00:00,7753,BANCO PICHINCHA Tipificación
3179,2022-06-16 16:15:44+00:00,6594,Bbva Seguros Rellamados
3180,2022-06-16 16:15:12+00:00,7617,Wom Informe De Gestión
3181,2022-06-16 16:15:22+00:00,7019,Messer Respuesta De Correos Pacientes
3182,2022-06-16 16:31:58+00:00,7814,ETB CD Satisfaccion_Web_DE
3183,2022-06-16 16:32:18+00:00,8073,Messer Informe Ivr Opcion Sms
3184,2022-06-16 16:39:10+00:00,7842,RE:  Sena - Informe Financiero
3185,2022-06-16 16:45:29+00:00,5311,Publicacion Nuevo Herald Codigos De Actividad Detallados
3186,2022-06-16 16:45:55+00:00,7714,Publicacion Simple Codigos Detallados
3187,2022-06-16 16:48:59+00:00,7116,Ceet Informe Tipificaciones Sac Digital
3188,2022-06-16 16:49:57+00:00,7113,Ceet Informe Gestion Activo Judiciales - Ocasionales Junio 2022
3189,2022-06-16 16:50:13+00:00,5461,5461| 16062022> Bbva Seguros CDM Pqr
3190,2022-06-16 16:56:59+00:00,7754,Davivienda Informe IGD
3191,2022-06-16 16:56:58+00:00,7754,Davivienda Informe IGD
3192,2022-06-16 17:01:11+00:00,6254,Ceet - Resumen Retenciones
3193,2022-06-16 17:01:19+00:00,7560,Ceet - Resumen Retenciones Digital
3194,2022-06-16 17:01:43+00:00,6255,Ceet - Resumen Agente Retenciones
3195,2022-06-16 17:01:42+00:00,7819,ETB CD Reporte Desempeño Diario
3196,2022-06-16 17:00:04+00:00,7780,BBVA - Bbva Chat Bot - Corte 4 Pm
3197,2022-06-16 17:03:00+00:00,5846,BBVA SAC - Bbva Empresas Informe Productividad Buzones
3198,2022-06-16 17:13:49+00:00,6257,Corte - Proyectos Comerciales - 12:00
3199,2022-06-16 17:15:07+00:00,5157,Chilectra Tablero De Control
3200,2022-06-16 17:20:38+00:00,6909,Re:  Ach Informe Ausentismo Y Adherencia Junio 20220614
3201,2022-06-16 17:25:51+00:00,7570,Shein - Metricas Operativas Pbi
3202,2022-06-16 17:30:17+00:00,7143,Ach Seguimiento Horas Presupuesto Junio 20220615
3203,2022-06-16 17:43:11+00:00,7459,BBVA - Reporte Irene Seguros
3204,2022-06-16 17:45:53+00:00,7835,Sena - Redes Sociales
3205,2022-06-16 17:46:17+00:00,7561,Ceet - Abandonos Retenciones Digital
3207,2022-06-16 17:57:09+00:00,8027,Reporte App y Portal My Linde Corte 13:00
3208,2022-06-16 18:01:50+00:00,6011,Ceet Clientes Reiterados Junio 2022
3209,2022-06-16 18:03:33+00:00,8070,Re:  Wom Migracion Logueos
3210,2022-06-16 17:59:25+00:00,5397,BBVA - Bbva Empresas Pse Capacitaciones
3211,2022-06-16 18:04:17+00:00,7818,TCP Tablero Gerencial
3212,2022-06-16 18:11:22+00:00,7820,ETB CD Estimado de Factura ETB Digital
3213,2022-06-16 17:58:38+00:00,7836,Sena - Transcript Chat
3214,2022-06-16 18:19:43+00:00,7101,Ceet - Flujo Renovaciones
3215,2022-06-16 18:23:20+00:00,6778,Sena - Factura
3216,2022-06-16 18:37:15+00:00,6773,Sena - Reporte Tipificación Inbound
3217,2022-06-16 18:38:45+00:00,6917,Publicación Banco Popular Tablero De Control Con Adherencia Al 15 de Junio
3218,2022-06-16 18:38:10+00:00,7724,Publicación conexion bot TABLERO DE CONTROL CHAT BOT JUNIO 2022
3219,2022-06-16 18:38:45+00:00,6917,Publicación Banco Popular Tablero De Control Con Adherencia Al 15 de Junio
3220,2022-06-16 18:39:17+00:00,7715,Publicación Linde Tablero de Control Con Adherencia AL 15 de Junio
3221,2022-06-16 18:39:43+00:00,6005,Publicacion Enel Codensa Tablero Control Adherencia al 15 de Junio
3222,2022-06-16 18:45:58+00:00,7716,Publicación Linde Informe Preventa
3223,2022-06-16 18:48:24+00:00,2307,Informe Proyectos Comerciales de Junio 2022
3224,2022-06-16 18:50:25+00:00,7837,Sena - Reporte De Satisfacción Inbound
3225,2022-06-16 19:00:14+00:00,7815,ETB CD Reporte de Tiempos
3226,2022-06-16 19:12:45+00:00,7407,BBVA - Reporte Soporte Otras Oficinas
3227,2022-06-16 19:09:28+00:00,8028,Banmedica - Tablero de Control Banmédica Junio
3228,2022-06-16 19:21:20+00:00,7779,BBVA - BBVA EMPRESAS Reporte Llamadas vs Tipificaciones
3229,2022-06-16 19:23:40+00:00,7760,Chilectra Informe Tráfico
3230,2022-06-16 19:26:53+00:00,7161,Bbva Seguros Cdm Productividad_Analista_Indemnizaciones
3231,2022-06-16 19:29:50+00:00,7562,Ceet - Ausentismos Suscripciones
3232,2022-06-16 19:34:32+00:00,8080,Wom Migracion Informe Gestión
3233,2022-06-16 19:34:15+00:00,7571,Shein - Tablero De Control
3234,2022-06-16 19:38:01+00:00,6743,BBVA - Bbva Seguimiento Ausentismo Y Adherencia- Empresas
3235,2022-06-16 19:41:08+00:00,5408,BBVA - Bbva Empresas Tablero De Control Empresas
3236,2022-06-16 19:50:18+00:00,7940,Ceet Informe Ventas caídas - recuperadas
3237,2022-06-16 19:59:18+00:00,5144,Ceet Informe de Servicio Clasificados SAC
3238,2022-06-16 20:00:42+00:00,6625,Ceet Informe de Servicio Habituales Mayo 2022
3239,2022-06-16 20:00:06+00:00,7689,Medicarte Tablero De Control Junio 20220615
3240,2022-06-16 20:01:11+00:00,8061,Cruz Verde Tablero De Control Unificado Junio 20220615
3241,2022-06-16 20:01:37+00:00,7408,BBVA - Reporte Tipificación Outbound
3242,2022-06-16 20:01:46+00:00,6874,Cruz Verde Actualización Kpi's Junio 20220615
3243,2022-06-16 20:05:10+00:00,6912,BBVA - Bbva Empresas Informe Ivr
3244,2022-06-16 20:10:52+00:00,7073,Liberty Tableros De Control
3245,2022-06-16 20:11:28+00:00,7073,Re:  Liberty Tableros De Control
3246,2022-06-16 19:59:41+00:00,7941,Ceet Informe SAC Suscripciones - junio 2022
3247,2022-06-16 20:24:03+00:00,8069,Wom Migracion Tablero De Control
3248,2022-06-16 20:24:56+00:00,8069,Re:  Wom Migracion Tablero De Control
3249,2022-06-16 20:26:54+00:00,7823,Tablero de Control ETB Digital
3250,2022-06-16 20:27:28+00:00,8012,Etb Cd Ausentismo
3251,2022-06-16 20:33:56+00:00,7574,Shein - Informe Diario
3252,2022-06-16 20:37:19+00:00,7620,Wom Tablero De Control
3253,2022-06-16 20:37:28+00:00,6891,Messer Tablero De Control
3254,2022-06-16 20:45:16+00:00,6265,Flujo Venta Opcional
3255,2022-06-16 20:48:54+00:00,7712,Publicacion Enel Codensa Dash Board Salesforce
3256,2022-06-16 20:49:31+00:00,8025,Publicacion Enel Codensa Dash Board Xcustomer
3257,2022-06-16 20:50:21+00:00,6234,Sodimac Ivr
3258,2022-06-16 20:51:46+00:00,7701,Ceet Informe de Tráfico Clasificados
3259,2022-06-16 20:54:09+00:00,5836,Banco Pichincha Tablero De Control
3260,2022-06-16 20:59:41+00:00,7764,Liberty Informe Digital
3261,2022-06-16 20:59:45+00:00,7114,Ceet Informe SAC Suscripciones - Junio 2022
3262,2022-06-16 20:59:56+00:00,7763,Liberty PBI Historico Indicadores
3263,2022-06-16 21:00:46+00:00,6900,Ach Informe Mantenimiento Plata Junio 20220615
3264,2022-06-16 21:01:49+00:00,6909,Ach Informe Ausentismo Y Adherencia Junio 20220615
3265,2022-06-16 21:12:08+00:00,7146,Ach Informe Mantenimiento Oro Junio 20220615
3266,2022-06-16 21:14:12+00:00,7695,Ceet - CEET Informe Llamadas No Efectivas Venta Opcional
3267,2022-06-16 21:23:07+00:00,5836,RE:  Banco Pichincha Tablero De Control
3268,2022-06-16 21:28:36+00:00,6254,Ceet - Resumen Retenciones
3269,2022-06-16 21:30:06+00:00,6908,Ach Informe Mantenimiento Bronce Junio 20220615
3270,2022-06-16 21:30:18+00:00,8078,Ach Informe Calidad Percibida Junio 20220615
3271,2022-06-16 21:31:07+00:00,6906,Ach Preliquidación Junio 20220615
3272,2022-06-16 21:31:19+00:00,8072,Ach Informe Mc Junio 20220615
3273,2022-06-16 21:43:22+00:00,6255,Ceet - Resumen Agente Retenciones
3274,2022-06-16 21:53:23+00:00,7560,Ceet - Resumen Retenciones Digital
3275,2022-06-16 21:54:19+00:00,6266,Ceet - Seguimiento _ Satu Etce Sac
3276,2022-06-16 22:00:45+00:00,7142,Ach Informe Reiteratividad Junio 20220615
3277,2022-06-16 22:32:36+00:00,6900,Ach Informe Mantenimiento Plata Junio 20220615
3278,2022-06-16 22:38:10+00:00,5463,Bbva Seguros Tablero De Control Seguros Back
3279,2022-06-16 22:39:17+00:00,5462,Bbva Seguros Tablero De Control Seguros Front
3280,2022-06-16 22:47:28+00:00,7823,Re:  Tablero de Control ETB Digital
3281,2022-06-16 22:49:55+00:00,7107,Acciona Movilidad - Tablero De Control Acciona Movilidad
3282,2022-06-16 22:56:19+00:00,8067,Sena - Reporte Outbound Voz
3283,2022-06-16 22:57:25+00:00,7839,Sena - Reporte Outbound SMS interactivo -AGV
3284,2022-06-16 22:58:11+00:00,6776,Sena - Reporte Outbound Email
3285,2022-06-16 22:58:47+00:00,6775,Sena - Reporte Outbound Sms
3286,2022-06-16 22:59:26+00:00,6779,Sena - Reporte Ausentismo
3287,2022-06-16 23:00:30+00:00,6781,Sena - Tablero De Control
3288,2022-06-16 23:01:05+00:00,8057,Iberia Reporte Ausentismo
3289,2022-06-16 23:01:07+00:00,7842,Sena - Informe Financiero
3290,2022-06-16 23:01:21+00:00,8056,Tablero de Control Iberia - Junio
3291,2022-06-16 23:01:44+00:00,7851,Iberdrola Tablero de Control
3292,2022-06-16 23:13:18+00:00,6276,Corte - Proyectos Comerciales - 18:00
3293,2022-06-16 23:24:32+00:00,6908,Ach Informe Mantenimiento Bronce Junio 20220615
3294,2022-06-16 23:45:17+00:00,8072,Ach Informe Mc Junio 20220615
3295,2022-06-17 00:36:01+00:00,6005,RE:  Publicacion Enel Codensa Tablero Control Adherencia al 15 de Junio
3296,2022-06-17 00:47:30+00:00,6005,RE:  Publicacion Enel Codensa Tablero Control Adherencia al 13 de Junio
3297,2022-06-17 10:24:46+00:00,7865,Messer Consolidado Correos
3298,2022-06-17 10:49:16+00:00,6887,Messer Niveles De Servicio
3299,2022-06-17 10:50:57+00:00,6887,Messer Niveles De Servicio Chile
3300,2022-06-17 11:36:04+00:00,7776,BBVA - BBVA EMPRESAS Recuperacion de la experiencia - Empresas
3301,2022-06-17 11:53:25+00:00,6886,Messer Ocupación Agente
3302,2022-06-17 11:53:33+00:00,8070,Wom Migracion Logueos
3303,2022-06-17 11:53:39+00:00,6885,Messer 5/15
3304,2022-06-17 11:59:57+00:00,6867,Cruz Verde Informe Diario Junio 20220616
3305,2022-06-17 12:01:53+00:00,7623,Messer Pbi Seguimiento Diario
3306,2022-06-17 12:02:43+00:00,7492,Cruz Verde Informe Anis Junio 20220616
3307,2022-06-17 12:11:03+00:00,6238,Seguimiento Tiendas
3308,2022-06-17 12:22:58+00:00,7589,Base Seguimiento Servicio Técnico
3309,2022-06-17 12:29:40+00:00,8072,Re:  Ach Informe Mc Junio 20220615
3310,2022-06-17 12:29:04+00:00,7981,Informe Seguimiento Central Auto Servicio- Instalaciones
3311,2022-06-17 12:30:07+00:00,7982,Informe Seguimiento Central
3312,2022-06-17 12:38:26+00:00,7931,BBVA - SPC / Banco
3313,2022-06-17 12:46:00+00:00,7799,BBVA Seguros CDM Retenciones
3314,2022-06-17 12:57:17+00:00,7458,BBVA - Reporte Irene Empresas
3315,2022-06-17 13:02:12+00:00,7110,Ceet Informe Seguimiento Sugar Kcrm
3316,2022-06-17 13:00:35+00:00,7860,Cruz Verde Pbi Oms Junio 20220616
3317,2022-06-17 13:02:51+00:00,7111,Ceet Tipificaciones Clasificados
3318,2022-06-17 13:02:45+00:00,7827,Sena - Verbathing
3319,2022-06-17 13:02:50+00:00,6591,Bbva Seguros Cdm Front (Endosos -Inde -General)
3320,2022-06-17 13:04:11+00:00,7826,Sena - Informe IVR
3321,2022-06-17 13:04:25+00:00,7045,Sena - dobot - power bi
3322,2022-06-17 13:08:19+00:00,7703,Publicacion Simple Reporte De Ivr
3323,2022-06-17 13:11:52+00:00,7800,BBVA SEGUROS CDM Service Sale
3324,2022-06-17 13:16:34+00:00,7073,RE:  Liberty Tableros De Control
3325,2022-06-17 13:20:07+00:00,8070,Re:  Wom Migracion Logueos
3326,2022-06-17 13:22:55+00:00,5128,Ceet Informe Cubo
3327,2022-06-17 13:22:58+00:00,8085,Casos abiertos Formulario Web
3328,2022-06-17 13:30:54+00:00,7933,Medicarte Informe Diario Pbi Junio 20220616
3329,2022-06-17 13:30:03+00:00,7810,ETB CD Detalle SMS Etb Canales Digitales Junio_v2
3330,2022-06-17 13:31:23+00:00,8089,Base Lime Encuestas RRSS
3331,2022-06-17 13:31:53+00:00,7812,ETB CD Reporte de Servicio Canales Digitales
3332,2022-06-17 13:30:54+00:00,7704,Re:  Linde DashBoard Power Bi
3333,2022-06-17 13:31:06+00:00,5126,Ceet Asi Terminamos Ayer 16 Junio 2022
3334,2022-06-17 13:31:25+00:00,5207,Publicacion Linde Dashboard Diario
3335,2022-06-17 13:32:20+00:00,7569,Shein - Control Horas
3336,2022-06-17 13:32:31+00:00,7704,Linde DashBoard Power Bi
3337,2022-06-17 13:34:37+00:00,7704,Linde DashBoard Power Bi
3338,2022-06-17 13:28:47+00:00,8070,Re:  Wom Migracion Logueos
3339,2022-06-17 13:38:07+00:00,7110,Ceet Informe Seguimiento Sugar Kcrm
3340,2022-06-17 13:39:28+00:00,8026,Reporte App y Portal My Linde
3341,2022-06-17 13:40:33+00:00,5665,Ceet Fuera De Horario
3342,2022-06-17 13:43:54+00:00,7817,ETB CD Redes Sociales
3343,2022-06-17 13:45:21+00:00,7833,Sena - Chat bot
3344,2022-06-17 13:50:01+00:00,5459,Bbva Seguros Cdm Buzones
3345,2022-06-17 13:50:10+00:00,5956,Publicación Enel Codensa Reporte Cartera Outbound
3346,2022-06-17 13:50:22+00:00,5131,Ceet Informe Conversion Diario Junio 2022
3347,2022-06-17 13:51:43+00:00,7817,RE:  ETB CD Redes Sociales
3348,2022-06-17 13:52:43+00:00,7802,BBVA SEGUROS Cuadro Buzon Endosos
3349,2022-06-17 13:58:13+00:00,6095,BBVA SAC - Bbva Empresas Seguimiento Diario Buzones
3350,2022-06-17 14:01:24+00:00,7811,ETB CD Informe de Recontacto
3351,2022-06-17 14:01:44+00:00,7591,Reporte de Integración
3352,2022-06-17 14:02:27+00:00,6165,Direct Tv Colombia - Directv K Compromisos Vigentes
3353,2022-06-17 14:04:22+00:00,7576,Informe Novedades
3354,2022-06-17 14:08:13+00:00,7706,Publicación Banco Popular Templete Verificación 2022
3355,2022-06-17 14:08:13+00:00,7706,Publicación Banco Popular Templete Verificación 2022
3356,2022-06-17 14:09:01+00:00,6777,Sena - Reporte Satisfacción Chat
3357,2022-06-17 14:08:49+00:00,6772,Sena - Reporte Tipificación Chat
3358,2022-06-17 14:11:02+00:00,5132,Informe Ventas Caidas Junio 2022
3359,2022-06-17 14:13:10+00:00,7716,Publicación Linde Informe Preventa
3360,2022-06-17 14:14:16+00:00,7717,Publicacion Enel Codensa Reporte 5-15 rutina
3361,2022-06-17 14:14:59+00:00,8077,Cruze Retropagos
3362,2022-06-17 14:10:07+00:00,7795,Cruz Verde Bonificación Oai Junio 20220616
3363,2022-06-17 14:15:35+00:00,8091,Publicacion Enel Codensa Reporte Fidelizacion segunda base
3364,2022-06-17 14:16:32+00:00,7730,Simple Reporte De Cedulas Clientes Por Opcion De Menu
3365,2022-06-17 14:16:51+00:00,6577,Direc Tv Colombia K - Directv K Informe Gestion Diaria Cobranzas (novedades Cargue Base Gestión_cobranzas - Konecta
3366,2022-06-17 14:17:05+00:00,7726,Linde Revision Casos Errados Cloud Vs Teo
3367,2022-06-17 14:18:54+00:00,5598,Direc Tv Colombia K - Directv K Informe Cartera Inputs Mes Siguiente Junio
3368,2022-06-17 14:20:02+00:00,5130,Ceet Informe Penetracion
3369,2022-06-17 14:20:15+00:00,5594,Direc Tv Colombia K - Directv K Informe Cartera Inputs Mes Actual Junio
3370,2022-06-17 14:27:36+00:00,5403,BBVA - Bbva Empresas Informe Gerencial Empresas
3371,2022-06-17 14:29:05+00:00,5311,Publicacion Nuevo Herald Codigos De Actividad Detallados
3372,2022-06-17 14:31:55+00:00,6621,Ceet Penetración Combos Junio 2022
3373,2022-06-17 14:31:15+00:00,6440,Ach Informe Volumetría General Junio 20220616
3374,2022-06-17 14:31:53+00:00,7816,ETB CD Reporte Tipificaciones
3375,2022-06-17 14:35:22+00:00,7828,Sena - Reporte de servicio wp
3376,2022-06-17 14:38:39+00:00,8030,Bbva Seguros Cdm Desempleo
3377,2022-06-17 14:41:46+00:00,8088,Reporte de Indicadores Operativos
3378,2022-06-17 14:45:02+00:00,5512,Base De Datos Habeas Data CEET- Junio 2022
3379,2022-06-17 14:45:16+00:00,7829,Sena - Reporte de tipificación WP
3380,2022-06-17 14:48:30+00:00,7714,Publicacion Simple Codigos Detallados
3381,2022-06-17 14:49:11+00:00,6918,Banco Popular Kpis
3382,2022-06-17 14:49:39+00:00,7723,Enel Codensa Kpis
3383,2022-06-17 14:50:13+00:00,7713,Linde Kpis
3384,2022-06-17 14:59:10+00:00,7830,Sena - Reporte de satisfacción wp
3385,2022-06-17 15:00:54+00:00,7141,Ach Informe Chat Bot Junio 20220616
3386,2022-06-17 15:01:23+00:00,7777,BBVA - BBVA EMPRESAS Recuperacion de la experiencia - Seguros
3387,2022-06-17 15:09:13+00:00,7749,RE:  Liberty GNB - Bogota - Compensar - Pichincha - Occidente Externo Recibidos
3388,2022-06-17 14:57:57+00:00,5168,Ceet Corte Ventas Hora Hora
3389,2022-06-17 14:58:09+00:00,7108,Acciona Movilidad - Reporte De Servicio Semanal Acciona Movilidad
3390,2022-06-17 15:15:58+00:00,7801,BBVA SEGUROS CDM Endosos
3391,2022-06-17 15:17:21+00:00,7724,Publicación conexion bot TABLERO DE CONTROL CHAT BOT JUNIO 2022
3392,2022-06-17 15:17:49+00:00,6917,Publicación Banco Popular Tablero De Control Con Adherencia Al 16 de Junio
3393,2022-06-17 15:18:23+00:00,7715,Publicación Linde Tablero de Control Con Adherencia AL 16 de Junio
3394,2022-06-17 15:18:59+00:00,6005,Publicacion Enel Codensa Tablero Control Adherencia al 16 de Junio
3395,2022-06-17 15:17:49+00:00,6917,Publicación Banco Popular Tablero De Control Con Adherencia Al 16 de Junio
3396,2022-06-17 15:21:25+00:00,8092,Publicacion Enel Codensa Campaña Bienvenida
3397,2022-06-17 15:21:45+00:00,6258,Ceet - Reporte Efectividades Etce - Televenta Suscripciones
3398,2022-06-17 15:21:52+00:00,7711,Publicacion Enel Codensa Retenciones Fonoreubicados
3399,2022-06-17 15:22:20+00:00,7709,Publicacion Enel Codensa Reporte Fidelizacion
3400,2022-06-17 15:22:53+00:00,7708,Publicacion Enel Codensa Inbound Y Chat
3401,2022-06-17 15:23:25+00:00,7707,Publicacion Enel Codensa Mesa Calidad Inbound
3402,2022-06-17 15:22:03+00:00,6534,Sodimac Tipificaciones Ventas
3403,2022-06-17 15:23:57+00:00,6002,Publicacion Enel Codensa Reporte Retenciones Inbound
3404,2022-06-17 15:23:43+00:00,7831,Sena - Reporte RS video Llamada
3405,2022-06-17 15:27:58+00:00,7832,Sena - Reporte Satu video llamada
3406,2022-06-17 15:30:37+00:00,7813,ETB CD Reporte Operación
3407,2022-06-17 15:31:59+00:00,5138,Ceet Informe Acumulado Diario Junio 2022
3408,2022-06-17 15:31:37+00:00,8074,Ach Informe Calidad Emitida Junio 20220616
3409,2022-06-17 15:41:27+00:00,6532,Informe Bo
3410,2022-06-17 15:46:23+00:00,7112,Ceet Seguimiento Habituales Junio 2022
3411,2022-06-17 15:47:23+00:00,5140,Ceet Informe Acumulado Publicidad
3412,2022-06-17 15:48:29+00:00,6574,Directv - Directv Tiempos Ecuador Nomina ( Aspet)
3413,2022-06-17 15:49:52+00:00,7141,Ach Informe Chat Bot Junio 20220616
3414,2022-06-17 15:51:23+00:00,7073,Re:  Liberty Tableros De Control
3415,2022-06-17 15:53:27+00:00,7105,REPORTE KPI´s TIEMPO DIGITALES - Junio (Gestión de bases Digital)
3416,2022-06-17 15:58:17+00:00,7712,Publicacion Enel Codensa Dash Board Salesforce
3417,2022-06-17 15:58:34+00:00,8025,Publicacion Enel Codensa Dash Board Xcustomer
3418,2022-06-17 15:58:56+00:00,7170,Informe Control Ventas
3419,2022-06-17 15:59:34+00:00,7594,Reporte de Tipificaciones Sac
3420,2022-06-17 16:00:43+00:00,6573,"Directv - Directv Tiempos Argentina, Ecuador, Recargas y UpRentabilidad Nomina ( Aspet)"
3421,2022-06-17 15:59:05+00:00,8074,Ach Informe Calidad Emitida Junio 20220616
3422,2022-06-17 16:01:32+00:00,5831,BBVA - Bbva Empresas Soporte Remoto
3423,2022-06-17 16:03:48+00:00,6573,"Directv - Directv Tiempos Argentina, Ecuador, Recargas y UpRentabilidad Nomina ( Aspet)"
3424,2022-06-17 16:04:24+00:00,6044,Direc Tv Colombia K - Directv K Horas Conexion Inbound Junio
3425,2022-06-17 16:05:44+00:00,6043,Direc Tv Colombia K - Directv K Horas Conexion Validaciones
3426,2022-06-17 16:14:47+00:00,7164,Bbva Seguros Cdm Tlmk
3427,2022-06-17 16:15:02+00:00,7405,Informe Diario - Junio
3428,2022-06-17 16:16:48+00:00,7145,Ach Informe Back Plata Junio 20220616
3429,2022-06-17 16:19:17+00:00,5144,Ceet Informe de Servicio Clasificados SAC 2017-2022
3430,2022-06-17 16:19:29+00:00,7748,Liberty Informe Coomeva
3431,2022-06-17 16:21:14+00:00,7749,Liberty GNB - Bogota - Compensar - Pichincha - Occidente Externo Recibidos
3432,2022-06-17 16:24:47+00:00,6579,Direc Tv Colombia K - Directv Actualizacion Base Antidesconexion Cartera (recupero) - Cobranzas - Junio 2022
3433,2022-06-17 16:25:21+00:00,6175,Directv K Descargue Ventas Rentabilidad Outbound
3434,2022-06-17 16:25:58+00:00,7736,Directv K Seguimiento de Tipificaciones Recargas Argentina
3435,2022-06-17 16:28:01+00:00,6571,Cumplimiento Por Agente – Junio 2022
3436,2022-06-17 16:28:44+00:00,6193,Direc Tv Colombia K - Directv K Desempeño Colombia
3437,2022-06-17 16:29:44+00:00,6625,Ceet Informe de Servicio Habituales Junio 2022
3438,2022-06-17 16:29:55+00:00,7731,Directv K Desempeño Validaciones
3439,2022-06-17 16:31:17+00:00,7113,Ceet Informe Gestion Activo Judiciales - Ocasionales Junio 2022
3440,2022-06-17 16:30:44+00:00,6442,Ach Informe Back Pse Junio 20220616
3441,2022-06-17 16:43:48+00:00,6594,Bbva Seguros Rellamados
3442,2022-06-17 16:44:00+00:00,7835,Sena - Redes Sociales
3444,2022-06-17 16:44:17+00:00,6254,Ceet - Resumen Retenciones
3445,2022-06-17 16:45:10+00:00,6443,Ach Informe Back Soi Junio 20220616
3446,2022-06-17 16:49:10+00:00,6255,Ceet - Resumen Agente Retenciones
3447,2022-06-17 16:52:36+00:00,7836,Sena - Transcript Chat
3448,2022-06-17 16:53:52+00:00,7747,BANCO PICHINCHA Rellamados / Short Calls
3449,2022-06-17 16:54:08+00:00,7560,Ceet - Resumen Retenciones Digital
3450,2022-06-17 17:00:23+00:00,6888,Messer Productividad
3451,2022-06-17 16:59:08+00:00,7621,Reporte Resultado NPS Messe
3452,2022-06-17 17:00:40+00:00,7622,Messer Remanentes
3453,2022-06-17 17:00:29+00:00,7819,ETB CD Reporte Desempeño Diario
3454,2022-06-17 17:03:43+00:00,8027,Reporte App y Portal My Linde Corte 12:00
3455,2022-06-17 17:04:10+00:00,7748,Re:  Liberty Informe Coomeva
3456,2022-06-17 17:07:28+00:00,7617,Wom Informe De Gestión
3457,2022-06-17 17:06:49+00:00,7754,Davivienda Informe IGD
3458,2022-06-17 17:06:49+00:00,7754,Davivienda Informe IGD
3459,2022-06-17 17:07:11+00:00,7753,BANCO PICHINCHA Tipificación
3460,2022-06-17 17:12:30+00:00,6257,Corte - Proyectos Comerciales - 12:00
3461,2022-06-17 17:13:37+00:00,7941,Ceet Informe SAC Suscripciones - Junio 2022
3462,2022-06-17 17:18:10+00:00,7570,Shein - Metricas Operativas Pbi
3463,2022-06-17 17:24:51+00:00,6778,Sena - Factura
3464,2022-06-17 17:25:31+00:00,5461,5461| 17062022> Bbva Seguros CDM Pqr
3465,2022-06-17 17:31:01+00:00,7143,Ach Informe Comparativo Horas Junio 20220616
3466,2022-06-17 17:31:26+00:00,7019,Messer Respuesta De Correos Pacientes
3467,2022-06-17 17:33:28+00:00,8073,Messer Informe Ivr Opcion Sms
3468,2022-06-17 17:36:44+00:00,7405,RE: Informe Diario - Junio
3469,2022-06-17 17:38:03+00:00,5397,BBVA - Bbva Empresas Pse Capacitaciones
3470,2022-06-17 17:39:57+00:00,6773,Sena - Reporte Tipificación Inbound
3471,2022-06-17 17:52:37+00:00,7837,Sena - Reporte De Satisfacción Inbound
3472,2022-06-17 17:53:49+00:00,8067,Sena - Reporte Outbound Voz
3473,2022-06-17 17:52:37+00:00,7561,Ceet - Abandonos Retenciones Digital
3474,2022-06-17 17:56:21+00:00,7839,Sena - Reporte Outbound SMS interactivo -AGV
3475,2022-06-17 17:56:55+00:00,6776,Sena - Reporte Outbound Email
3476,2022-06-17 17:57:30+00:00,6775,Sena - Reporte Outbound Sms
3477,2022-06-17 18:01:34+00:00,6011,Ceet Clientes Reiterados Junio 2022
3478,2022-06-17 18:02:01+00:00,7144,Ach Informe Consumo 018000 Junio 20220616
3479,2022-06-17 18:23:15+00:00,7562,Ceet - Ausentismos Suscripciones
3480,2022-06-17 18:51:17+00:00,7818,TCP Tablero Gerencial
3481,2022-06-17 18:52:16+00:00,2307,Informe Proyectos Comerciales de Junio 2022
